Name	Frequency [meV]	ZPR	Reference_Alpha	Reference_ZPR
mp-1029	-127.99684717787221	-213.55713611732398	4.578056	-191.10094800000002
mp-10322	-512.0785746095553	-57.30166262529253	1.246679	-56.229388
mp-10341	-988.3853247565992	-141.17727643017602	2.360102	-136.048057
mp-10378	-33.93732402187358	-13.695400866666404	1.4641840000000002	-13.33372
mp-10381	-261.8381066767936	-23.134177657388587	1.541872	-22.658956
mp-10408	-758.0239697773663	-171.9598510995357	4.4943409999999995	-165.691211
mp-10417	-739.7021618324078	-156.86390878008015	4.3567670000000005	-146.89733999999999
mp-10418	-703.2139100628682	-226.98944774461444	6.777982000000001	-202.62144200000003
mp-10474	-204.21815235397474	-289.43116193097273	5.587789	-272.013306
mp-10485	-135.0758987283028	-18.918596482185578	1.131544	-18.613597
mp-10492	-481.2020563976489	-215.84245955840032	6.8201680000000025	-200.34604700000003
mp-10547	-584.7673630892091	-49.74907838300548	2.488735	-48.359469
mp-10550	-336.0555885575937	-54.05514792920576	0.9554929999999999	-53.164787000000004
mp-10572	-930.3569698319582	-198.98363605608824	2.254952	-189.641027
mp-10614	-142.2962262749419	-55.18224478562811	1.7629959999999998	-54.07789699999999
mp-10615	-130.3141932569917	-24.320592799839815	0.847245	-24.091791
mp-10616	-112.5905577040263	-15.752387711711071	0.785733	-15.641872000000001
mp-10627	-33.04587262947168	-97.07982438441681	2.821312	-93.232717
mp-10653	-17.898543409410948	-32.13202819583693	1.753341	-31.38225
mp-10680	-20.244863947214405	-63.29037300023284	2.993544	-60.603891
mp-10694	-311.86723996583487	-5379.886222590323	19.588898	-1313.369348
mp-10695	-42.00711298773321	-19.734647702032266	0.467033	-19.618708
mp-1070	-52.95537643526785	-5.8385779256593855	0.23586700000000002	-5.80641
mp-10748	-121.71734156452149	-7.310348448829977	0.147761	-7.288558999999999
mp-10760	-37.894031886546884	-44.30604415600865	1.151771	-43.645247
mp-10776	-640.6065343314865	-44.695052081468866	1.6960009999999999	-43.554576
mp-1087	-35.22331358218586	-68.67195593784092	1.899974	-66.92338
mp-10918	-185.80177070027327	-45.420634897570125	3.2447070000000005	-44.260297
mp-10919	-161.78651424988198	-29.816594783946268	2.2077640000000005	-29.324192
mp-10955	-228.08452191429998	-0.008948069601512317	0.000882	-0.008952
mp-10969	-433.06064385079594	-124.73741756384258	2.53872	-121.94117100000001
mp-11019	-585.5384571059452	-57.60474652433919	0.8490710000000001	-56.737001
mp-11020	-541.032559052401	-49.04455070435979	0.786434	-48.307112000000004
mp-11022	-652.9648090320005	-97.21303812004771	1.4070309999999997	-94.75683
mp-1105	-63.46847987531143	-161.2065783081725	3.5035	-149.21677300000002
mp-1106	-447.7826282722293	-8.739102109656953	0.359389	-8.685784
mp-11123	-444.5501590605044	-26.368527561806914	1.3903710000000002	-25.694269000000002
mp-11175	-674.5577781989318	-77.34717781515958	2.0284690000000003	-75.254713
mp-11265	-367.36398482196324	-5.665422172066564	0.3918500000000001	-5.6348720000000005
mp-11327	-42.21972741574922	-45.75905949649079	2.5756859999999997	-42.941967
mp-1138	-79.48827062214424	-501.7681639310597	5.695528	-452.727671
mp-1143	-996.427563154112	-201.16971195080146	1.854077	-191.06176
mp-11520	-48.264772619964816	-5.072869291139436	0.19772699999999999	-5.059627000000001
mp-1153	-206.6776555545049	-83.1240113621777	1.427721	-81.395721
mp-11583	-669.1245659439971	-45.54623223338613	0.650485	-44.996048
mp-11659	-1844.546667540544	-428.89258183754697	6.279854999999999	-387.272032
mp-11674	-741.5116783377692	-21.271795620417976	0.808544	-21.063998
mp-11695	-332.5354361500549	-27.50218767648895	2.3683170000000007	-27.035862
mp-11703	-441.93969886200057	-58.85217682624874	2.62605	-56.642704
mp-11713	-1365.7639409754588	-38.8640737238204	0.331849	-38.558498
mp-11714	-666.1463796751519	-41.592931563970815	0.34982	-41.30001
mp-11715	-1989.1145687797452	-198.7931208670827	2.698214	-191.615499
mp-11718	-32.93086850785683	-201.93444135270013	5.554849	-182.926002
mp-11719	-258.3422528357817	-33.988079526761986	1.546536	-33.173216
mp-11739	-95.69833627915834	-37.91149327213597	1.864534	-36.501236
mp-11824	-153.8772073439494	-63.957784734548746	1.5624259999999999	-61.838015
mp-11869	-45.04367896326084	-4.834365888804388	0.195518	-4.821478000000001
mp-1190	-30.355880796243255	-8.113809311172433	0.266401	-8.086837
mp-11917	-676.386490397186	-179.8676133682321	1.73241	-174.165254
mp-11918	-1314.2950617788679	-111.43561367233137	1.614465	-109.115446
mp-11919	-1064.303956913927	-92.99981140699528	1.448385	-91.22107500000001
mp-12015	-618.4593493489343	-62.753316578615625	2.179753	-61.262157
mp-12016	-779.6020986807783	-114.04115192643899	5.793768	-106.638854
mp-12317	-627.9148349207912	-145.50498657614304	3.0005439999999997	-142.45339800000002
mp-12418	-426.78658575812847	-8.906842541057957	0.467354	-8.843928
mp-12427	-1026.9228135968567	-556.1145836274493	5.877745	-405.84153200000003
mp-12535	-362.84507300602553	-60.82727720768101	3.1276319999999997	-56.887725
mp-12558	-78.39928211001217	-22.148756488353026	0.562846	-21.991845
mp-12622	-849.7125053757245	-294.3997095105029	6.594393000000002	-245.319538
mp-12623	-798.120046859962	-273.4929063342917	7.32756	-230.816339
mp-1265	-86.08062304229881	-173.62141026296814	1.963719	-169.038155
mp-1266	-94.65683639057552	-40.53787286160592	1.501034	-39.637531
mp-12779	-62.209095100418985	-4.199660430165562	0.207348	-4.182001
mp-12814	-260.12743869208686	-22.932190129908566	0.955777	-22.462215
mp-1287	-388.34032973879664	-102.41670829208654	3.6704660000000002	-91.251835
mp-12885	-1469.5161130834235	-199.53268605065966	6.435173000000001	-187.664916
mp-12894	-371.1544900503225	-110.10558344847712	1.7750979999999998	-106.175817
mp-12903	-166.09356627493852	-11.288507876357723	0.547342	-11.172287999999998
mp-12908	-117.4959406002475	-17.901460357735182	0.6358429999999999	-17.694249
mp-12927	-1026.02279388612	-80.21173915916536	1.4466170000000003	-78.76183999999999
mp-12954	-466.0999775759215	-9.852087081352337	0.147259	-9.826255
mp-12992	-375.3475838814933	-176.24010054632615	6.418193	-165.70945999999998
mp-13031	-41.30410636994487	-29.047698028625963	0.697039	-28.790573
mp-13032	-52.35018397688653	-48.25348536766067	0.910984	-47.69018
mp-13033	-35.122776176213776	-18.260111326196867	0.516509	-18.14123
mp-13056	-802.8497019210641	-223.97065734452622	3.3886719999999997	-197.632347
mp-13097	-120.87086375371365	-6.714880064734903	0.263025	-6.687021
mp-13099	-74.30784934114412	-46.70569480445594	0.623581	-46.336963
mp-13109	-1024.1551965946683	-204.48945774812432	2.797316	-188.12981700000003
mp-13133	-1244.162022338377	-365.17612654014954	6.3914420000000005	-306.536159
mp-1315	-49.21398780926769	-67.35740623240854	1.344628	-66.174506
mp-13190	-161.547460963742	-273.95333888437466	7.814317	-212.33279100000001
mp-13275	-385.83018892809	-26.151051950427323	0.8382120000000001	-25.743485999999997
mp-13276	-224.588944831199	-44.89923624404726	1.382641	-43.971464999999995
mp-13277	-232.92267293518955	-37.62490191173026	1.300589	-36.921275
mp-13287	-262.16543292637857	-29.559386281905986	1.161403	-29.001849999999997
mp-1330	-108.7883639445414	-131.95004070498382	1.194116	-129.905926
mp-13356	-790.6774040095297	-145.6601306460289	2.9740559999999996	-136.929709
mp-1340	-561.4926994070371	-10.112832982550843	0.47359100000000004	-10.051307000000001
mp-1342	-48.69439844048131	-162.87471060779123	3.191754	-155.420541
mp-13445	-291.8247927303922	-19.485746903288018	1.6310359999999997	-19.09986
mp-1345	-497.2213907089809	-32.0458868876178	0.8239580000000001	-31.517147
mp-13548	-80.57969970399672	-37.31619636071457	4.006703	-34.215996
mp-13610	-614.1464667267949	-154.56144198570286	3.714593	-143.87538800000002
mp-13658	-1599.4153792670918	-602.6122932535985	22.846224	-501.2167840000001
mp-13660	-287.12880575079794	-21.142971445348937	0.816863	-20.886391
mp-1367	-59.00726577629215	-8.424724613359825	0.199842	-8.394805999999999
mp-13676	-1619.533699504227	-110.63780412059292	4.603764999999998	-107.877072
mp-13798	-356.91748897335776	-402.82088303391583	11.869773	-289.496898
mp-13800	-349.71922818611426	-233.80886289040217	6.480525	-198.543427
mp-13868	-946.5185573897343	-39.366071685574504	0.732448	-38.88869
mp-13898	-279.5320248943642	-204.74820488591627	5.429012	-180.34689600000002
mp-13900	-512.8059622774525	-40.77890575610332	1.3629849999999997	-40.071943000000005
mp-13903	-727.0062268806354	-200.53787744833355	4.037648	-184.028105
mp-13907	-714.5449022572149	-186.87703991450675	4.295344	-171.577382
mp-13925	-312.90748945558	-216.47524069648338	5.575884	-185.823946
mp-13926	-356.7890747328526	-283.6856739833833	8.094050000000001	-235.123925
mp-1394	-78.13502084322852	-99.09669975958815	2.520173	-91.738327
mp-13948	-528.3505211953918	-207.79282033251752	6.5598790000000005	-182.343837
mp-13949	-258.9532528005748	-4.234711196951376	0.20938500000000002	-4.220941
mp-13983	-839.765534887224	-315.5909313360903	6.2406440000000005	-273.924329
mp-13984	-803.4546491066629	-320.3923242609248	7.532864	-274.480453
mp-13992	-423.2075971806329	-32.80016438525244	3.3152429999999997	-32.144253
mp-14006	-620.196365777659	-236.7154401552355	6.077217000000001	-216.300407
mp-14017	-162.05774248144496	-10.032723172116112	0.7835689999999998	-9.906621999999999
mp-14036	-313.01551887416025	-534.2258120610119	17.092898	-348.460058
mp-14037	-313.9479267363632	-184.7725256258669	7.419225	-166.10720400000002
mp-14038	-419.2554366276876	-361.18865286550647	9.766165999999997	-285.345028
mp-14039	-292.0800482679186	-525.8588695436722	12.431137000000001	-348.888853
mp-14069	-425.16750431220515	-126.63990677206814	3.7263250000000006	-122.10013699999999
mp-14070	-459.60201356025925	-180.03178739586775	5.986541	-170.178013
mp-14088	-362.76260845261186	-339.38965198840106	13.975886999999998	-275.246919
mp-14091	-290.7214836945362	-8.69276666235385	0.28698199999999996	-8.647345
mp-14092	-268.7172725106556	-4.346664954312195	0.160261	-4.333567
mp-14116	-369.1492853730781	-9.489257597920357	0.125252	-9.471109
mp-1413	-333.70944243799323	-17.983134540454312	0.371969	-17.874044
mp-1415	-32.308518835797685	-46.65205324988277	1.417142	-45.785759
mp-14175	-1154.661769437443	-400.9626526126688	13.774421	-327.272621
mp-14205	-275.09731282645055	-16.487244555876003	1.086883	-16.273908000000002
mp-14206	-223.22278812909713	-13.78889824761034	1.003756	-13.638125
mp-14285	-1190.7790954493134	-16.53857794951644	0.310214	-16.464164000000004
mp-14333	-1774.0203668675813	-315.2252895060011	3.2628619999999997	-289.323
mp-14398	-1838.3356765962858	-204.1525392288659	3.228305	-195.877927
mp-14437	-277.7693341158821	-181.37610754585606	2.927766	-169.492123
mp-14588	-452.95828524984336	-31.362662519307772	1.7057509999999998	-30.62869
mp-14652	-231.50117732080344	-36.5745642927864	2.383003	-35.344492
mp-1479	-101.25453916652258	-1.1712779235152517	0.011566	-1.17111
mp-1500	-30.78816522873358	-70.18560520068463	2.211044	-68.073988
mp-15157	-376.1281841258691	-224.20754734762272	5.828016	-179.539973
mp-1519	-27.066784003756744	-29.93254239590059	1.090306	-29.511077
mp-1522	-549.7145006183448	-26.566099013900132	0.475667	-26.356468999999997
mp-15349	-1713.6291890041598	-178.7605222133814	2.1691339999999997	-170.59765199999998
mp-1541	-71.08196893874519	-25.09568738542808	0.351499	-24.985241
mp-1550	-60.62749966917574	-15.627350376159194	0.256934	-15.577266
mp-15556	-276.3493321060527	-22.513313083079343	1.8085879999999999	-21.988896999999998
mp-15557	-245.2381918937531	-21.92894497236528	2.034995	-21.392349000000003
mp-1565	-191.09477212899455	-220.85212057067696	2.604324	-210.328837
mp-15668	-147.2678265062708	-15.084368730723424	0.697597	-14.88814
mp-15684	-320.7990575945629	-28.12304549847407	1.5912730000000002	-27.44914
mp-15685	-383.83965792726923	-16.801366258253854	0.769039	-16.624854
mp-1569	-163.5359942412175	-63.59910924581559	0.540393	-62.97519
mp-15703	-1598.930814129261	-74.13700108867774	0.513392	-73.488191
mp-15704	-1258.800714594045	-97.28571513465549	0.768506	-95.84766200000001
mp-15724	-71.35416553540182	-8.236891879156266	0.5002979999999999	-8.189347
mp-15776	-352.19562564923723	-9.2364520106173	0.330123	-9.188066
mp-15777	-278.7185991940662	-6.816362049694572	0.30461099999999997	-6.783086000000001
mp-15781	-167.21179018082307	-93.12442259060337	2.5902190000000003	-88.055179
mp-15788	-219.93535452415688	-69.06730477941574	1.521833	-67.068746
mp-15794	-158.56069228897462	-48.12016157065896	1.37256	-46.777694999999994
mp-15896	-776.5113203617734	-2.0447638082981463	0.06593099999999999	-2.042564
mp-1591	-792.1842379593741	-48.32499156517294	0.579278	-47.841415
mp-15951	-1399.4269341595495	-343.0990535921812	3.0072560000000004	-314.068619
mp-1598	-242.29123239925968	-9.977305039299031	0.368763	-9.915621000000002
mp-15988	-97.92658263690195	-6.625423360537571	0.21598599999999998	-6.608727
mp-15999	-907.4406359157434	-45.83390811092272	0.960208	-44.970028
mp-160	-873.2434757841205	-2.034522608372424	0.023305	-2.034024
mp-16236	-135.58955093777485	-15.613216636258299	0.887375	-15.360230000000001
mp-16264	-703.911279392095	-20.46273991925258	0.792932	-20.23705
mp-16337	-254.14015898247453	-2.7873968857020675	0.162211	-2.7813369999999997
mp-1634	-82.22852739197128	-1.412853063885835	0.03854300000000001	-1.411961
mp-1639	-158.8423580097927	-83.2055162878644	0.520388	-82.659657
mp-16577	-1308.0992113351278	-6798.393622394202	28.131921999999996	-1580.468083
mp-1672	-42.72265495173664	-66.7765003169219	1.531493	-65.429447
mp-16742	-263.6377697595773	-28.396784935647425	1.1784640000000002	-27.762096
mp-16763	-119.30935194219933	-32.95854880290321	1.448525	-31.999406
mp-16764	-160.55449967837976	-34.53403112496507	1.594373	-33.237707
mp-1700	-109.68137983623882	-89.23170035862	0.805197	-88.315118
mp-1747	-57.49940340377446	-39.342779610334446	2.222963	-37.900127000000005
mp-1778	-134.12413911239858	-206.0948523229652	1.506149	-202.010938
mp-1784	-28.92237236231577	-170.77186668233077	5.37498	-155.457173
mp-1794	-122.76910517396668	-297.14520471178184	2.34269	-287.609955
mp-181	-292.3988782186541	-0.815203293349352	0.06807300000000001	-0.814671
mp-1873	-456.02172729598334	-196.50448120140013	3.6736050000000002	-180.014764
mp-1922	-140.85471092811116	-5.995610153095103	0.17017300000000002	-5.979824
mp-1958	-20.144056105887252	-29.634432488492518	1.443271	-29.073332
mp-1960	-314.97601474882816	-208.10179690289357	2.2819480000000003	-200.756635
mp-1968	-333.6329579585773	-242.70827091898366	3.574025	-217.824839
mp-19717	-13.84264685980783	-5.344701206989769	0.384244	-5.318954
mp-19734	-708.3533040829768	-245.77693262666963	4.78408	-220.349208
mp-19765	-222.19021543192994	-1.6892179237899319	0.110359	-1.6866780000000001
mp-19795	-384.455284444283	-19.817020368909706	0.588857	-19.610623999999998
mp-19799	-531.6728187268498	-210.28195653700692	6.185035999999999	-189.663452
mp-19833	-204.10298069575853	-2.0176279015051435	0.07829	-2.015172
mp-19851	-131.61289087922933	-13.278444379169448	0.693243	-13.090819
mp-1986	-63.35211419047876	-26.05820437005372	0.409211	-25.924382
mp-20015	-587.4080243609966	-106.17475004943017	2.099577	-103.41447500000001
mp-20027	-553.7801792753313	-22.539377634615466	0.39842599999999995	-22.401662
mp-20072	-290.8360115869528	-106.16093363448668	2.324044	-103.101164
mp-2008	-392.8511205114795	-15.256266846654702	0.37015600000000004	-15.167383000000003
mp-20098	-433.7587717426402	-110.14752872995341	2.6016700000000004	-104.3088
mp-20187	-325.56483950589677	-19.621264311157912	0.7497190000000001	-19.396755
mp-20256	-565.0346091394756	-21.435952246795278	1.021323	-21.103569
mp-20282	-439.64415154588676	-524.687349985055	7.336683	-275.57686
mp-20289	-182.77740594695	-53.99670890012585	1.472067	-52.532911
mp-2030	-239.66027780052383	-7.561179530785185	0.147914	-7.543467000000001
mp-20329	-502.50969882884	-41.069967525115395	0.6728970000000001	-40.558968
mp-20351	-39.95347887260019	-1.7615508842309124	0.044066	-1.76059
mp-20459	-411.82280483131353	-147.78175727987366	2.1412	-140.46160700000001
mp-20463	-262.45015761108084	-299.894618182533	6.671296	-274.098047
mp-20620	-435.70853548741786	-361.4401932710081	5.0256549999999995	-310.317146
mp-2064	-32.58607665435218	-195.68267730146792	5.454824	-177.751313
mp-2068	-508.6598835021408	-70.9820740694034	1.1700119999999998	-69.577063
mp-2072	-153.1695896401777	-16.957043221102886	1.121152	-16.617981999999998
mp-20731	-271.52754461011193	-3.713808841739735	0.20458899999999997	-3.7037280000000004
mp-2074	-118.25392477542651	-25.09853795737018	0.7738879999999999	-24.897774
mp-20782	-255.66782162048344	-11.038990755094856	0.5714560000000001	-10.955276
mp-2079	-454.10737938195894	-36.827323039177806	2.182005	-35.89126400000001
mp-20790	-444.3825882849085	-33.40262027006588	1.5009909999999995	-32.988601
mp-20832	-229.6033647411959	-3.4072705744953606	0.18075200000000002	-3.3978580000000003
mp-21166	-303.2356619082949	-4.333871208453108	0.31472599999999995	-4.314584
mp-21228	-304.1749521022789	-34.339378690196	1.129706	-33.585914
mp-21276	-26.61578516072179	-13.006384529478058	0.485684	-12.926861
mp-2133	-134.12547841845435	-40.44701499530605	0.599732	-39.824025
mp-21374	-221.01236569599718	-3.470741118603503	0.198507	-3.4599059999999997
mp-2150	-66.78322740637508	-9.829837993627514	0.640528	-9.701175999999998
mp-21510	-453.5806629953215	-10.733396881074171	0.551648	-10.640742
mp-21511	-654.3003153359564	-21.09220389467846	0.792982	-20.815769
mp-2172	-48.12001977406661	-9.856372056041193	0.204308	-9.831305
mp-2175	-27.45841228801995	-84.95883980759223	2.964253	-81.393681
mp-2176	-25.266444344936485	-4.297389126707233	0.169724	-4.288322
mp-21855	-134.62123498307102	-4.80279118514422	0.22381999999999996	-4.792166
mp-22003	-439.68783879637397	-272.3290460051746	6.83326	-258.293701
mp-2201	-17.21651412635357	-7.311067098770673	0.422402	-7.27229
mp-22255	-139.526431636107	-13.532823233142791	0.7867999999999999	-13.314599000000001
mp-2229	-64.00796035595515	-74.13802435277817	1.141155	-73.043004
mp-223	-1151.3962573976405	-126.48143825058361	1.860497	-122.42933500000001
mp-22304	-315.31601903462314	-7.359715809982854	0.33663	-7.3211010000000005
mp-22313	-448.2730971182205	-105.41380290395735	2.369184	-101.778811
mp-22323	-578.8420368800507	-53.73686422845593	0.823493	-52.64191
mp-22450	-1197.823330181562	-98.93116686977277	1.807043	-95.439035
mp-22473	-124.6088156104599	-29.702879693747832	1.154984	-29.061177
mp-22483	-152.4411698930226	-13.489909935419098	0.8016719999999999	-13.292075
mp-2251	-325.16812872121943	-51.62965811068139	0.756533	-51.112455999999995
mp-22607	-315.89807805616596	-7.176758977798875	0.303959	-7.14218
mp-22660	-320.71770719006963	-40.66184143491601	0.6484	-40.205249
mp-22851	-28.43587603031534	-144.51751598082737	4.704021	-133.762958
mp-2286	-184.8359878084111	-60.65826852271647	1.2598939999999998	-59.638272
mp-22862	-31.617484627870688	-119.13570338890814	3.570748	-112.89807
mp-22865	-19.38740855203967	-139.39095977429065	6.354297	-123.193352
mp-22867	-15.172712242893454	-72.09797207126424	4.425743	-67.150525
mp-22875	-13.41776794173836	-29.442783493094698	2.130939	-28.592445
mp-22888	-238.57608575652057	-122.94816189336248	4.244849	-107.17278999999999
mp-22894	-33.81058181702092	-8.796971621571096	0.5714520000000001	-8.680629000000001
mp-22895	-19.48249239744306	-4.723051671395082	0.241695	-4.708821
mp-22898	-16.707129215696487	-54.73494012087635	3.129643	-52.28735
mp-22899	-35.52652345508929	-104.84965763989021	2.833756	-100.673499
mp-22901	-15.504850226059775	-59.17258774939342	3.613646	-56.02904
mp-22903	-12.421510157884558	-49.006930423987264	3.727597	-46.302384
mp-22904	-306.1208188988943	-201.20539702319812	5.6105659999999995	-168.39910500000002
mp-22905	-49.57060578768775	-171.63402038304065	3.29769	-163.468491
mp-22906	-13.529425315778584	-57.015983051495034	3.96322	-53.620089
mp-22909	-286.0219038795939	-75.0372053651236	3.275246	-71.52737499999999
mp-22913	-20.051317099190836	-4.221190360965817	0.209969	-4.210155
mp-22914	-24.67564438284803	-14.276003703740674	0.574348	-14.172407
mp-22916	-25.233431354803503	-77.99158836408517	2.961256	-74.72265
mp-22919	-12.20512843036709	-16.9762477496785	1.366071	-16.673072
mp-22922	-21.607626025727356	-34.3663120491364	1.557797	-33.660295
mp-22925	-15.114103054652125	-8.593420562924562	0.564516	-8.532153
mp-22934	-261.0946311426368	-107.19998341125964	5.540795	-97.052532
mp-22935	-169.07113596102397	-308.3191029246179	8.416415	-203.501033
mp-22936	-236.84881552475542	-114.5958556628289	2.097337	-109.277378
mp-22937	-309.50700831303675	-63.42240476358345	2.291967	-60.780392
mp-22951	-229.43565466493055	-78.26303965687512	3.061922	-73.315314
mp-22956	-277.21360623355423	-112.79579534202631	5.5612330000000005	-103.129333
mp-22957	-337.8181366626244	-152.82997817270976	3.947214	-139.192933
mp-22975	-191.3278000719408	-95.43313735232707	5.523510000000002	-86.724591
mp-22984	-622.9263755091671	-79.72812887730352	1.569074	-77.009896
mp-22988	-149.99709798639287	-133.21651630962646	4.318080999999999	-109.68643300000001
mp-22990	-108.44521165094815	-114.17319427533123	7.378275	-103.004232
mp-23004	-276.1912997746222	-98.32082879179656	5.063283	-90.547131
mp-23009	-198.9580018322093	-99.50941609651096	2.012242	-95.472455
mp-23017	-262.6604277450449	-38.95004202863006	5.473405	-36.856533000000006
mp-23018	-1378.913606851783	-145.69598238380036	2.6705909999999995	-139.18244599999997
mp-23023	-368.4714452353123	-117.36329748127604	2.721539	-110.514649
mp-23024	-298.65735385869186	-115.19220404204685	3.565079	-106.75931800000001
mp-23025	-388.5013330350578	-142.75548164647296	2.910049	-133.790468
mp-23033	-180.66922319806102	-106.73969723666302	2.325015	-100.519825
mp-23036	-130.12440257804917	-44.37773421178299	3.069428	-42.302058
mp-23040	-144.17636200909624	-43.814374270403114	1.4605469999999998	-42.775076
mp-23054	-917.5324039554466	-83.88004041617972	1.6253829999999998	-81.45784099999999
mp-23056	-169.26645320975132	-90.28202139863451	2.187607	-85.604263
mp-23059	-210.11618677791628	-91.16203523210108	5.527246000000001	-84.87377599999999
mp-23060	-91.04852131250824	-12.9720124813818	1.6952220000000002	-12.783582000000001
mp-23067	-185.49996465790767	-59.76476417087041	4.100187	-57.711915000000005
mp-23070	-257.39615930782475	-107.26442877278205	3.649034	-98.630787
mp-23091	-631.7794871767785	-100.0832856913459	1.82888	-95.53068400000001
mp-23092	-624.1425572398455	-157.47203056889606	2.267887	-142.88751599999998
mp-23097	-554.3265913372177	-796.1473547376333	27.103133999999997	-432.82352700000007
mp-23116	-321.6852950875074	-14.945776418951349	0.514186	-14.823624000000002
mp-23120	-227.71906158369072	-440.2725748374052	14.399671000000001	-253.838944
mp-23127	-689.8455364749266	-98.60023862800752	1.764528	-94.174252
mp-23137	-409.55520201607123	-134.19898193856284	2.8770480000000003	-127.51832899999998
mp-23167	-19.844260940499716	-46.59725073757261	2.275216	-45.14998
mp-2319	-331.49638959960913	-20.025967132151884	0.43144099999999996	-19.874146000000003
mp-23193	-25.46486194541657	-117.94165459499428	4.32329	-110.091983
mp-23197	-10.435228638870253	-39.87051169705901	3.617517	-37.749617
mp-23209	-92.65431241502966	-100.42589115262047	3.3573139999999997	-94.24300500000001
mp-23214	-321.4804674594981	-189.14251818929196	5.044753	-160.00928399999998
mp-23222	-104.65769203241986	-14.648573522702863	0.511177	-14.571765000000001
mp-23231	-15.584700429256674	-19.60492096414112	1.237721	-19.289511
mp-23251	-19.735360340553594	-79.696165203861	3.809327	-75.178441
mp-23259	-41.82411693960739	-112.2902101871007	2.588413	-108.258088
mp-23260	-272.17431289578343	-55.98355308006234	4.059318	-50.670835999999994
mp-23268	-21.32992210262673	-52.34250916357588	2.374021	-50.637683
mp-23289	-24.749966724636813	-121.3273545295478	4.552918	-112.684569
mp-23295	-20.997967748052805	-106.31128873754906	4.687903	-98.436436
mp-23299	-20.974596857451708	-100.16670074096425	4.445946	-93.251925
mp-23302	-11.996976991218396	-47.64485425798206	3.750568	-44.995478
mp-23303	-14.978078167259836	-68.4338164281017	4.269716	-63.95214
mp-23350	-199.862298100929	-64.44023978375581	5.164447000000001	-61.609526
